,abstract,author,date,journal,key,key_word,pages,provenance,score,title,unique_key
474,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,ISO standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
475,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,product development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
476,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software houses,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
477,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software process improvement,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
478,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software quality,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
479,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Computer industry,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
480,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Coordinate measuring machines,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
481,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Guidelines,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
482,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,ISO standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
483,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Product development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
484,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Quality management,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
485,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Software quality,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
486,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Software standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
487,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Standards development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
488,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.",Suphak Suwanya,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Sustainable development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
489,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,ISO standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
490,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,product development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
491,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software houses,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
492,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software process improvement,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
493,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,software quality,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
494,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Computer industry,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
495,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Coordinate measuring machines,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
496,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Guidelines,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
497,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,ISO standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
498,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Product development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
499,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Quality management,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
500,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Software quality,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
501,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Software standards,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
502,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Standards development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
503,"The development and consolidation of software Industry to sustainable growth must begin with the software process improvement (SPI) of software product development to establish standard to ensure the product of quality before it is delivered to customers. This research compiles, analyzes, compares the properties, characteristics of the improvement method of the software process improvement being used in Thailand; namely, the quality standard management system ISO 9000:2000, CMM, CMMI and Thai quality software(TQS). From a total of 1,200 software manufacturing companies under survey, the results of the survey find that there was merely 11.8 percent of the companies that had introduced the software product development process and 65 percent the said companies were of smaller size. The figure obtained from the survey reflects the problem of software manufacturing in Thailand; this research therefore proposed a guideline for remedy to the said problem and the guidelines for further conduct of research.", Werasak Kurutach,2008,2008 8th IEEE International Conference on Computer and Information Technology,Suwanya2008,Sustainable development,724-729,IEEE,,An analysis of software process improvement for sustainable development in Thailand,ca73a3c5b67641e501408420ac555e32
504,"Software plays an important role in various aspects of our life. However, recent software development practices have substantial negative impacts (direct and indirect) on economy, society, human beings, and environment. To cope with these issues the concept of Green Software Engineering has boomed recently. Green and sustainable software development aims to create green software that meets the needs of current and future users while minimizing its negative impacts on the environment and society. Green software development is getting attention in Global Software Engineering (GSE). Software development multi-sourcing vendor organizations have focused on the adaptation of green practices in software development projects. The objectives of this study are to identify and scrutinize a list of critical success factors (CSFs) for vendors in the development of green and sustainable software. The required data for conducting the study was taken, via systematic literature review (SLR) process, from a sample of 74 research papers. The SLR findings reveal that `green software design and efficient coding', `power-saving software strategies ', `low carbon emission throughout the software development process', `efficient resource utilization', `paperless communication', `filtration of requirements through green evaluator and e-waste management' are the critical factors to be implanted by vendors in the development of green and sustainable software.",Muhammad Salam,2016,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),Salam2016,green computing,1059-1062,IEEE,,Developing green and sustainable software: Success factors for vendors,e19a3cf91ad728b122bc606853c8c5d0
505,"Software plays an important role in various aspects of our life. However, recent software development practices have substantial negative impacts (direct and indirect) on economy, society, human beings, and environment. To cope with these issues the concept of Green Software Engineering has boomed recently. Green and sustainable software development aims to create green software that meets the needs of current and future users while minimizing its negative impacts on the environment and society. Green software development is getting attention in Global Software Engineering (GSE). Software development multi-sourcing vendor organizations have focused on the adaptation of green practices in software development projects. The objectives of this study are to identify and scrutinize a list of critical success factors (CSFs) for vendors in the development of green and sustainable software. The required data for conducting the study was taken, via systematic literature review (SLR) process, from a sample of 74 research papers. The SLR findings reveal that `green software design and efficient coding', `power-saving software strategies ', `low carbon emission throughout the software development process', `efficient resource utilization', `paperless communication', `filtration of requirements through green evaluator and e-waste management' are the critical factors to be implanted by vendors in the development of green and sustainable software.",Muhammad Salam,2016,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),Salam2016,outsourcing,1059-1062,IEEE,,Developing green and sustainable software: Success factors for vendors,e19a3cf91ad728b122bc606853c8c5d0
506,"Software plays an important role in various aspects of our life. However, recent software development practices have substantial negative impacts (direct and indirect) on economy, society, human beings, and environment. To cope with these issues the concept of Green Software Engineering has boomed recently. Green and sustainable software development aims to create green software that meets the needs of current and future users while minimizing its negative impacts on the environment and society. Green software development is getting attention in Global Software Engineering (GSE). Software development multi-sourcing vendor organizations have focused on the adaptation of green practices in software development projects. The objectives of this study are to identify and scrutinize a list of critical success factors (CSFs) for vendors in the development of green and sustainable software. The required data for conducting the study was taken, via systematic literature review (SLR) process, from a sample of 74 research papers. The SLR findings reveal that `green software design and efficient coding', `power-saving software strategies ', `low carbon emission throughout the software development process', `efficient resource utilization', `paperless communication', `filtration of requirements through green evaluator and e-waste management' are the critical factors to be implanted by vendors in the development of green and sustainable software.",Muhammad Salam,2016,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),Salam2016,software engineering,1059-1062,IEEE,,Developing green and sustainable software: Success factors for vendors,e19a3cf91ad728b122bc606853c8c5d0
507,"Software plays an important role in various aspects of our life. However, recent software development practices have substantial negative impacts (direct and indirect) on economy, society, human beings, and environment. To cope with these issues the concept of Green Software Engineering has boomed recently. Green and sustainable software development aims to create green software that meets the needs of current and future users while minimizing its negative impacts on the environment and society. Green software development is getting attention in Global Software Engineering (GSE). Software development multi-sourcing vendor organizations have focused on the adaptation of green practices in software development projects. The objectives of this study are to identify and scrutinize a list of critical success factors (CSFs) for vendors in the development of green and sustainable software. The required data for conducting the study was taken, via systematic literature review (SLR) process, from a sample of 74 research papers. The SLR findings reveal that `green software design and efficient coding', `power-saving software strategies ', `low carbon emission throughout the software development process', `efficient resource utilization', `paperless communication', `filtration of requirements through green evaluator and e-waste management' are the critical factors to be implanted by vendors in the development of green and sustainable software.",Muhammad Salam,2016,2016 7th IEEE International Conference on Software Engineering and Service Science (ICSESS),Salam2016,software houses,1059-1062,IEEE,,Developing green and sustainable software: Success factors for vendors,e19a3cf91ad728b122bc606853c8c5d0
